ID;INT;ACT;SOC;SKL;REL;POL;ADD;HEA;OWN;ETH;GEN;AGE;STA;FAM;TRA
56aa371be4b08b9a8d573502;Thai Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
52af39fb3cf9994f4e043be9;Southeast Asian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
4bf58dd8d48988d14a941735;Vietnamese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Southeast Asians & Pacific Islanders;;;;;
4bf58dd8d48988d169941735;North American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
52e81612bcbc57f1066b7a01;Western European Cuisine,German Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
4bf58dd8d48988d1df931735;North American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
4bf58dd8d48988d179941735;North American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
4bf58dd8d48988d16a941735;Bakeries;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
52e81612bcbc57f1066b7a02;French Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
52e81612bcbc57f1066b79f1;French Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
4bf58dd8d48988d143941735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
52e81612bcbc57f1066b7a0c;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
52e81612bcbc57f1066b79f4;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;Low;;
4bf58dd8d48988d16c941735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
4bf58dd8d48988d128941735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
4bf58dd8d48988d16d941735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
4bf58dd8d48988d17a941735;Caribbean Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
4bf58dd8d48988d144941735;Caribbean Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
4bf58dd8d48988d154941735;Caribbean Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
5293a7d53cf9994f4e043a45;Eastern European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
4bf58dd8d48988d1e0931735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
52e81612bcbc57f1066b7a00;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
52e81612bcbc57f1066b79f2;French Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
52f2ae52bcbc57f1066b8b81;Eastern European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Eastern Europeans;;;;;
4bf58dd8d48988d146941735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
4bf58dd8d48988d1d0941735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
4bf58dd8d48988d1bc941735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
512e7cae91d4cbb4e5efe0af;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
4bf58dd8d48988d1c9941735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
5744ccdfe4b0c0459246b4e2;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
52e81612bcbc57f1066b7a0a;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
4bf58dd8d48988d147941735;North American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
